Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall	Red F2R1P
0.024	0.092	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.094	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.096	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.098	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.1	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.102	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.10400000000000001	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.106	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.10800000000000001	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.11	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.11199999999999999	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.114	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.11599999999999999	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.11800000000000001	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.12	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.122	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.124	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.126	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.128	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.13	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.132	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.134	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.136	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.138	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
